LBE,CONGRESSIONAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,PRECINCT,PARTY,POLLS,EARLY_VOING,ABSENTEE,PROVISIONAL,ELIGIBLE_VOTERS
Prince George's,04,22,013-002,REPUBLICAN,7,3,1,0,23
Prince George's,04,47A,013-002,REPUBLICAN,1,0,0,0,14
Prince George's,04,47A,013-002,REPUBLICAN,2,3,1,0,14
Prince George's,04,24,013-002,REPUBLICAN,8,0,1,0,14
Prince George's,04,22,013-002,REPUBLICAN,13,9,6,0,42
Prince George's,04,24,013-002,REPUBLICAN,9,3,0,0,26
Prince George's,04,24,013-002,UNAFFILIATED,16,9,2,1,51
Prince George's,04,24,013-002,UNAFFILIATED,25,19,1,3,100
Prince George's,04,22,013-002,UNAFFILIATED,11,9,1,2,53
Prince George's,04,22,013-002,UNAFFILIATED,46,49,9,2,186
Prince George's,04,47A,013-002,UNAFFILIATED,8,5,0,4,25
Prince George's,04,47A,013-002,UNAFFILIATED,12,5,0,0,44
Prince George's,05,23A,014-000,DEMOCRAT,826,854,103,30,2232
Prince George's,05,23B,014-000,DEMOCRAT,422,327,45,8,1039
Prince George's,05,24,014-000,DEMOCRAT,665,766,94,23,1981
Prince George's,05,22,014-000,DEMOCRAT,506,329,50,37,1335
Prince George's,05,22,014-000,DEMOCRAT,1251,813,130,88,3109
Prince George's,05,23B,014-000,DEMOCRAT,347,302,49,32,910
Prince George's,05,23A,014-000,DEMOCRAT,369,453,70,32,1131
Prince George's,05,23B,014-000,DEMOCRAT,331,182,32,12,702
Prince George's,05,23A,014-000,DEMOCRAT,640,708,103,22,1935
Prince George's,05,22,014-000,GREEN,5,0,0,0,9
Prince George's,05,24,014-000,GREEN,1,1,0,0,3
Prince George's,05,23B,014-000,GREEN,0,0,1,0,2
Prince George's,05,23A,014-000,GREEN,1,1,0,0,6
Prince George's,05,23A,014-000,GREEN,4,0,0,0,4
Prince George's,05,23A,014-000,GREEN,1,0,1,1,4
Prince George's,05,23B,014-000,GREEN,0,1,0,0,3
Prince George's,05,22,014-000,GREEN,0,1,0,0,2
Prince George's,05,23B,014-000,GREEN,0,1,0,0,1
Prince George's,05,22,014-000,LIBERTARIAN,0,0,0,1,3
Prince George's,05,23B,014-000,LIBERTARIAN,2,3,2,0,10
Prince George's,05,23A,014-000,LIBERTARIAN,1,3,0,0,7
Prince George's,05,23B,014-000,LIBERTARIAN,2,0,1,0,6
Prince George's,05,23A,014-000,LIBERTARIAN,3,3,0,0,11
Prince George's,05,23B,014-000,LIBERTARIAN,4,1,0,0,7
Prince George's,05,22,014-000,LIBERTARIAN,2,1,0,0,5
Prince George's,05,24,014-000,LIBERTARIAN,1,1,1,0,4
Prince George's,05,23A,014-000,LIBERTARIAN,2,2,0,0,7
Prince George's,05,23A,014-000,OTHER PARTIES,27,18,7,1,93
Prince George's,05,22,014-000,OTHER PARTIES,13,6,1,0,51
Prince George's,05,22,014-000,OTHER PARTIES,12,9,0,0,62
Prince George's,05,23A,014-000,OTHER PARTIES,21,11,2,0,72
Prince George's,05,23B,014-000,OTHER PARTIES,21,10,6,0,62
Prince George's,05,23B,014-000,OTHER PARTIES,16,12,2,1,53
Prince George's,05,23B,014-000,OTHER PARTIES,14,11,1,2,47
Prince George's,05,24,014-000,OTHER PARTIES,22,7,7,1,73
Prince George's,05,23A,014-000,OTHER PARTIES,21,16,0,0,88
Prince George's,05,23A,014-000,REPUBLICAN,159,76,12,5,358
Prince George's,05,23B,014-000,REPUBLICAN,277,92,23,5,542
Prince George's,05,23B,014-000,REPUBLICAN,211,111,21,6,437
Prince George's,05,24,014-000,REPUBLICAN,81,44,15,1,240
Prince George's,05,23A,014-000,REPUBLICAN,253,178,37,4,607
Prince George's,05,22,014-000,REPUBLICAN,70,29,15,4,207
Prince George's,05,23A,014-000,REPUBLICAN,192,65,19,3,407
Prince George's,05,22,014-000,REPUBLICAN,59,20,14,3,154
Prince George's,05,23B,014-000,REPUBLICAN,252,72,20,9,472
Prince George's,05,23B,014-000,UNAFFILIATED,115,36,7,4,249
Prince George's,05,23A,014-000,UNAFFILIATED,133,96,21,7,369
Prince George's,05,23A,014-000,UNAFFILIATED,160,84,20,5,436
Prince George's,05,22,014-000,UNAFFILIATED,140,68,15,9,458
Prince George's,05,23B,014-000,UNAFFILIATED,127,59,9,2,305
Prince George's,05,24,014-000,UNAFFILIATED,105,57,13,5,299
Prince George's,05,23A,014-000,UNAFFILIATED,126,71,20,10,339
Prince George's,05,22,014-000,UNAFFILIATED,69,35,7,2,223
Prince George's,05,23B,014-000,UNAFFILIATED,108,48,14,8,262
Prince George's,05,23B,014-001,DEMOCRAT,161,236,27,149,566
Prince George's,05,24,014-001,DEMOCRAT,513,708,96,13,1776
Prince George's,05,24,014-001,DEMOCRAT,147,130,21,0,421
Prince George's,05,23A,014-001,DEMOCRAT,48,51,5,1,143
Prince George's,05,24,014-001,DEMOCRAT,1,2,1,0,5
Prince George's,05,23A,014-001,DEMOCRAT,354,434,44,15,1094
Prince George's,05,23A,014-001,DEMOCRAT,215,367,49,11,833
Prince George's,05,23B,014-001,DEMOCRAT,3,0,0,0,4
Prince George's,05,23A,014-001,GREEN,0,0,0,0,0
Prince George's,05,24,014-001,GREEN,0,0,0,0,2
Prince George's,05,23A,014-001,GREEN,0,0,0,0,1
Prince George's,05,23B,014-001,GREEN,0,1,0,0,2
Prince George's,05,23A,014-001,GREEN,3,0,0,0,3
Prince George's,05,24,014-001,GREEN,0,0,0,0,0
Prince George's,05,23B,014-001,GREEN,0,0,0,0,0
Prince George's,05,24,014-001,GREEN,0,0,0,0,1
Prince George's,05,23A,014-001,LIBERTARIAN,0,0,0,0,1
Prince George's,05,24,014-001,LIBERTARIAN,2,2,2,0,8
Prince George's,05,23B,014-001,LIBERTARIAN,1,0,2,0,3
Prince George's,05,23B,014-001,LIBERTARIAN,0,0,0,0,0
Prince George's,05,24,014-001,LIBERTARIAN,0,1,0,0,1
Prince George's,05,24,014-001,LIBERTARIAN,0,0,0,0,0
Prince George's,05,23A,014-001,LIBERTARIAN,1,0,0,0,3
Prince George's,05,23A,014-001,LIBERTARIAN,1,1,0,0,5
Prince George's,05,23A,014-001,OTHER PARTIES,5,0,1,0,17
Prince George's,05,24,014-001,OTHER PARTIES,1,2,1,0,11
Prince George's,05,23A,014-001,OTHER PARTIES,0,0,0,0,1
Prince George's,05,24,014-001,OTHER PARTIES,0,0,0,0,0
Prince George's,05,23B,014-001,OTHER PARTIES,0,0,0,0,0
Prince George's,05,24,014-001,OTHER PARTIES,23,11,5,0,95
Prince George's,05,23B,014-001,OTHER PARTIES,11,10,0,1,36
Prince George's,05,23A,014-001,OTHER PARTIES,8,3,1,0,31
Prince George's,05,23B,014-001,REPUBLICAN,85,58,12,5,230
Prince George's,05,24,014-001,REPUBLICAN,117,94,29,2,380
Prince George's,05,24,014-001,REPUBLICAN,0,1,0,0,2
Prince George's,05,24,014-001,REPUBLICAN,21,11,1,0,48
Prince George's,05,23A,014-001,REPUBLICAN,13,10,2,0,32
Prince George's,05,23B,014-001,REPUBLICAN,1,0,0,0,1
Prince George's,05,23A,014-001,REPUBLICAN,63,48,4,1,166
Prince George's,05,23A,014-001,REPUBLICAN,61,47,16,1,190
Prince George's,05,23A,014-001,UNAFFILIATED,70,55,2,3,191
Prince George's,05,23B,014-001,UNAFFILIATED,0,0,0,0,3
Prince George's,05,24,014-001,UNAFFILIATED,0,2,0,0,2
Prince George's,05,23A,014-001,UNAFFILIATED,10,8,1,1,32
Prince George's,05,24,014-001,UNAFFILIATED,120,70,26,5,360
Prince George's,05,23A,014-001,UNAFFILIATED,47,49,5,2,153
Prince George's,05,24,014-001,UNAFFILIATED,14,9,1,1,56
Prince George's,05,23B,014-001,UNAFFILIATED,30,38,8,24,128
Prince George's,04,25,015-000,DEMOCRAT,649,623,53,33,1815
Prince George's,05,23B,015-000,DEMOCRAT,627,1126,125,23,2471
Prince George's,05,23B,015-000,DEMOCRAT,1099,1162,112,58,3306
Prince George's,05,23B,015-000,DEMOCRAT,659,955,78,30,2171
Prince George's,05,23B,015-000,DEMOCRAT,770,1177,112,29,2759
Prince George's,04,25,015-000,DEMOCRAT,1318,2648,215,73,5300
Prince George's,05,23B,015-000,GREEN,0,0,0,0,0
Prince George's,05,23B,015-000,GREEN,1,2,0,0,4
Prince George's,05,23B,015-000,GREEN,0,0,0,0,2
Prince George's,05,23B,015-000,GREEN,0,0,1,0,1
Prince George's,04,25,015-000,GREEN,0,0,0,0,1
Prince George's,04,25,015-000,GREEN,3,1,2,0,7
Prince George's,05,23B,015-000,LIBERTARIAN,0,4,0,1,11
Prince George's,05,23B,015-000,LIBERTARIAN,7,1,1,0,12
Prince George's,04,25,015-000,LIBERTARIAN,1,5,0,0,13
Prince George's,05,23B,015-000,LIBERTARIAN,1,1,0,0,6
Prince George's,04,25,015-000,LIBERTARIAN,0,2,0,0,3
Prince George's,05,23B,015-000,LIBERTARIAN,1,3,0,0,4
Prince George's,04,25,015-000,OTHER PARTIES,4,5,1,2,31
Prince George's,04,25,015-000,OTHER PARTIES,9,22,7,1,67
Prince George's,05,23B,015-000,OTHER PARTIES,11,23,3,0,76
Prince George's,05,23B,015-000,OTHER PARTIES,2,7,3,0,38
Prince George's,05,23B,015-000,OTHER PARTIES,21,12,8,3,100
Prince George's,05,23B,015-000,OTHER PARTIES,8,12,3,1,45
Prince George's,05,23B,015-000,REPUBLICAN,78,71,16,0,263
Prince George's,05,23B,015-000,REPUBLICAN,53,58,15,4,217
Prince George's,05,23B,015-000,REPUBLICAN,31,27,17,0,133
Prince George's,04,25,015-000,REPUBLICAN,32,9,7,2,98
Prince George's,04,25,015-000,REPUBLICAN,73,89,20,2,285
Prince George's,05,23B,015-000,REPUBLICAN,84,88,15,3,318
Prince George's,05,23B,015-000,UNAFFILIATED,130,64,11,5,361
Prince George's,04,25,015-000,UNAFFILIATED,73,36,9,8,211
Prince George's,05,23B,015-000,UNAFFILIATED,77,89,17,5,314
Prince George's,05,23B,015-000,UNAFFILIATED,73,78,8,8,263
Prince George's,04,25,015-000,UNAFFILIATED,163,152,20,6,540
Prince George's,05,23B,015-000,UNAFFILIATED,53,53,10,5,183
Prince George's,04,22,016-000,DEMOCRAT,947,382,65,50,2096
Prince George's,04,22,016-000,DEMOCRAT,34,10,3,3,77
Prince George's,05,22,016-000,DEMOCRAT,1337,852,183,67,3224
Prince George's,04,22,016-000,DEMOCRAT,227,51,4,12,433
Prince George's,04,22,016-000,DEMOCRAT,267,122,23,15,575
Prince George's,05,22,016-000,GREEN,6,4,2,0,25
Prince George's,04,22,016-000,GREEN,0,1,0,0,2
Prince George's,04,22,016-000,GREEN,0,0,0,0,0
Prince George's,04,22,016-000,GREEN,5,1,0,0,11
Prince George's,04,22,016-000,GREEN,3,1,0,0,5
Prince George's,04,22,016-000,LIBERTARIAN,7,2,0,0,11
Prince George's,04,22,016-000,LIBERTARIAN,1,0,0,0,2
Prince George's,05,22,016-000,LIBERTARIAN,5,2,2,0,15
Prince George's,04,22,016-000,LIBERTARIAN,0,0,0,0,1
Prince George's,04,22,016-000,LIBERTARIAN,2,0,0,0,5
Prince George's,04,22,016-000,OTHER PARTIES,8,0,0,0,16
Prince George's,04,22,016-000,OTHER PARTIES,8,2,1,0,21
Prince George's,04,22,016-000,OTHER PARTIES,29,6,4,0,95
Prince George's,05,22,016-000,OTHER PARTIES,31,22,4,1,116
Prince George's,04,22,016-000,OTHER PARTIES,4,1,0,0,5
Prince George's,05,22,016-000,REPUBLICAN,167,47,26,14,379
Prince George's,04,22,016-000,REPUBLICAN,28,2,3,1,58
Prince George's,04,22,016-000,REPUBLICAN,90,19,9,4,203
Prince George's,04,22,016-000,REPUBLICAN,49,12,7,1,94
Prince George's,04,22,016-000,REPUBLICAN,6,2,0,0,13
Prince George's,04,22,016-000,UNAFFILIATED,10,0,1,0,19
Prince George's,04,22,016-000,UNAFFILIATED,57,2,7,4,117
Prince George's,04,22,016-000,UNAFFILIATED,40,5,2,1,106
Prince George's,05,22,016-000,UNAFFILIATED,274,117,32,15,693
Prince George's,04,22,016-000,UNAFFILIATED,142,44,7,5,366
Prince George's,04,47A,017-000,DEMOCRAT,438,137,24,24,987
Prince George's,04,21,017-000,DEMOCRAT,468,239,44,23,1105
Prince George's,04,47A,017-000,DEMOCRAT,765,312,76,82,1686
Prince George's,04,47B,017-000,DEMOCRAT,454,103,32,25,831
Prince George's,04,47B,017-000,DEMOCRAT,185,140,37,58,539
Prince George's,04,47A,017-000,DEMOCRAT,1171,533,144,76,2823
Prince George's,04,47B,017-000,DEMOCRAT,741,150,43,15,1556
Prince George's,04,47A,017-000,DEMOCRAT,1028,451,112,39,2245
Prince George's,04,47A,017-000,DEMOCRAT,679,146,46,21,1280
Prince George's,04,47B,017-000,GREEN,2,1,0,0,5
Prince George's,04,47A,017-000,GREEN,0,0,0,0,2
Prince George's,04,47A,017-000,GREEN,4,2,0,0,7
Prince George's,04,47B,017-000,GREEN,1,0,0,0,2
Prince George's,04,47A,017-000,GREEN,1,3,0,0,7
Prince George's,04,21,017-000,GREEN,1,1,0,0,4
Prince George's,04,47A,017-000,GREEN,11,3,1,1,22
Prince George's,04,47A,017-000,GREEN,2,0,0,0,4
Prince George's,04,47B,017-000,GREEN,3,0,0,0,9
Prince George's,04,47A,017-000,LIBERTARIAN,0,0,0,1,4
Prince George's,04,21,017-000,LIBERTARIAN,5,1,0,0,10
Prince George's,04,47A,017-000,LIBERTARIAN,8,1,1,0,11
Prince George's,04,47A,017-000,LIBERTARIAN,0,0,0,0,6
Prince George's,04,47B,017-000,LIBERTARIAN,0,1,0,1,2
Prince George's,04,47A,017-000,LIBERTARIAN,2,0,0,0,7
Prince George's,04,47A,017-000,LIBERTARIAN,4,0,0,0,6
Prince George's,04,47B,017-000,LIBERTARIAN,0,0,0,0,2
Prince George's,04,47B,017-000,LIBERTARIAN,3,0,0,0,7
Prince George's,04,47A,017-000,OTHER PARTIES,20,1,3,0,49
Prince George's,04,47A,017-000,OTHER PARTIES,9,2,3,0,34
Prince George's,04,47B,017-000,OTHER PARTIES,17,2,0,0,82
Prince George's,04,21,017-000,OTHER PARTIES,9,7,6,1,60
Prince George's,04,47A,017-000,OTHER PARTIES,19,8,1,1,52
Prince George's,04,47B,017-000,OTHER PARTIES,13,2,0,0,34
Prince George's,04,47A,017-000,OTHER PARTIES,8,1,1,3,39
Prince George's,04,47A,017-000,OTHER PARTIES,14,3,1,0,61
Prince George's,04,47B,017-000,OTHER PARTIES,1,1,4,0,11
Prince George's,04,47B,017-000,REPUBLICAN,50,10,4,1,154
Prince George's,04,47B,017-000,REPUBLICAN,29,4,3,0,67
Prince George's,04,21,017-000,REPUBLICAN,55,20,8,1,164
Prince George's,04,47A,017-000,REPUBLICAN,34,3,2,1,71
Prince George's,04,47A,017-000,REPUBLICAN,44,15,6,0,133
Prince George's,04,47A,017-000,REPUBLICAN,35,9,2,6,74
Prince George's,04,47A,017-000,REPUBLICAN,59,6,2,3,104
Prince George's,04,47B,017-000,REPUBLICAN,26,7,5,10,58
Prince George's,04,47A,017-000,REPUBLICAN,71,18,7,2,153
Prince George's,04,47A,017-000,UNAFFILIATED,163,55,7,5,375
Prince George's,04,47A,017-000,UNAFFILIATED,121,20,14,6,318
Prince George's,04,47A,017-000,UNAFFILIATED,92,32,12,9,228
Prince George's,04,47B,017-000,UNAFFILIATED,40,17,4,9,114
Prince George's,04,47B,017-000,UNAFFILIATED,81,17,7,2,175
Prince George's,04,47A,017-000,UNAFFILIATED,74,16,4,2,198
Prince George's,04,21,017-000,UNAFFILIATED,64,36,7,8,207
Prince George's,04,47A,017-000,UNAFFILIATED,58,14,5,7,181
Prince George's,04,47B,017-000,UNAFFILIATED,105,13,12,3,340
Prince George's,04,47B,017-001,DEMOCRAT,1239,423,68,46,2693
Prince George's,04,47A,017-001,DEMOCRAT,1007,363,121,65,2333
Prince George's,04,47B,017-001,DEMOCRAT,835,321,88,50,1992
Prince George's,04,22,017-001,DEMOCRAT,592,310,67,52,1704
Prince George's,04,22,017-001,DEMOCRAT,72,42,15,1,186
Prince George's,04,47B,017-001,DEMOCRAT,101,40,7,3,280
Prince George's,04,47B,017-001,GREEN,3,1,0,0,8
Prince George's,04,47B,017-001,GREEN,4,0,0,0,7
Prince George's,04,47B,017-001,GREEN,0,0,0,0,0
Prince George's,04,22,017-001,GREEN,0,1,0,0,1
Prince George's,04,22,017-001,GREEN,2,0,0,0,4
Prince George's,04,47A,017-001,GREEN,2,0,1,0,9
Prince George's,04,47B,017-001,LIBERTARIAN,2,0,0,2,9
Prince George's,04,47B,017-001,LIBERTARIAN,9,0,0,0,18
Prince George's,04,22,017-001,LIBERTARIAN,0,0,0,0,0
Prince George's,04,47B,017-001,LIBERTARIAN,0,0,0,0,2
Prince George's,04,22,017-001,LIBERTARIAN,0,2,0,0,10
Prince George's,04,47A,017-001,LIBERTARIAN,5,3,0,0,10
Prince George's,04,47B,017-001,OTHER PARTIES,18,11,0,0,113
Prince George's,04,22,017-001,OTHER PARTIES,11,8,2,0,55
Prince George's,04,47B,017-001,OTHER PARTIES,16,1,1,1,49
Prince George's,04,22,017-001,OTHER PARTIES,1,0,0,0,1
Prince George's,04,47B,017-001,OTHER PARTIES,2,0,0,0,12
Prince George's,04,47A,017-001,OTHER PARTIES,15,2,3,1,74
Prince George's,04,47B,017-001,REPUBLICAN,49,12,6,4,155
Prince George's,04,47A,017-001,REPUBLICAN,38,11,10,5,110
Prince George's,04,47B,017-001,REPUBLICAN,5,0,1,0,15
Prince George's,04,22,017-001,REPUBLICAN,6,0,3,0,13
Prince George's,04,47B,017-001,REPUBLICAN,62,20,13,7,199
Prince George's,04,22,017-001,REPUBLICAN,29,16,12,4,122
Prince George's,04,47B,017-001,UNAFFILIATED,20,10,4,0,68
Prince George's,04,47A,017-001,UNAFFILIATED,123,32,14,11,336
Prince George's,04,47B,017-001,UNAFFILIATED,134,34,13,11,431
Prince George's,04,22,017-001,UNAFFILIATED,115,39,13,14,376
Prince George's,04,22,017-001,UNAFFILIATED,21,9,3,1,56
Prince George's,04,47B,017-001,UNAFFILIATED,119,40,15,2,357
Prince George's,04,24,018-000,DEMOCRAT,743,450,110,61,1912
Prince George's,04,47A,018-000,DEMOCRAT,514,278,29,14,1247
Prince George's,04,24,018-000,DEMOCRAT,962,505,71,57,2408
Prince George's,04,24,018-000,DEMOCRAT,617,205,33,45,1337
Prince George's,04,24,018-000,DEMOCRAT,551,334,45,39,1621
Prince George's,04,47A,018-000,DEMOCRAT,508,177,24,48,1144
Prince George's,04,24,018-000,DEMOCRAT,1063,546,82,48,2672
Prince George's,04,25,018-000,DEMOCRAT,1062,877,123,40,3297
Prince George's,04,24,018-000,DEMOCRAT,544,366,60,44,1498
Prince George's,04,25,018-000,GREEN,0,1,0,0,6
Prince George's,04,47A,018-000,GREEN,0,1,0,0,3
Prince George's,04,47A,018-000,GREEN,1,0,0,0,1
Prince George's,04,24,018-000,GREEN,3,0,0,0,5
Prince George's,04,24,018-000,GREEN,0,3,0,0,3
Prince George's,04,24,018-000,GREEN,2,0,0,0,3
Prince George's,04,24,018-000,GREEN,0,0,0,0,2
Prince George's,04,24,018-000,GREEN,1,0,0,0,3
Prince George's,04,24,018-000,GREEN,0,0,0,0,0
Prince George's,04,24,018-000,LIBERTARIAN,3,0,0,1,5
Prince George's,04,24,018-000,LIBERTARIAN,2,0,0,0,2
Prince George's,04,24,018-000,LIBERTARIAN,0,0,0,0,0
Prince George's,04,25,018-000,LIBERTARIAN,1,0,1,1,3
Prince George's,04,24,018-000,LIBERTARIAN,1,1,0,0,5
Prince George's,04,47A,018-000,LIBERTARIAN,1,0,0,0,2
Prince George's,04,24,018-000,LIBERTARIAN,0,0,0,0,3
Prince George's,04,24,018-000,LIBERTARIAN,0,0,0,0,0
Prince George's,04,47A,018-000,LIBERTARIAN,2,0,0,0,4
Prince George's,04,47A,018-000,OTHER PARTIES,8,4,2,0,31
Prince George's,04,24,018-000,OTHER PARTIES,6,1,2,0,30
Prince George's,04,25,018-000,OTHER PARTIES,10,3,2,1,61
Prince George's,04,47A,018-000,OTHER PARTIES,3,2,1,0,20
Prince George's,04,24,018-000,OTHER PARTIES,9,5,1,0,59
Prince George's,04,24,018-000,OTHER PARTIES,6,3,3,0,48
Prince George's,04,24,018-000,OTHER PARTIES,8,0,0,0,27
Prince George's,04,24,018-000,OTHER PARTIES,7,3,0,1,53
Prince George's,04,24,018-000,OTHER PARTIES,4,1,2,0,27
Prince George's,04,47A,018-000,REPUBLICAN,18,0,1,0,39
Prince George's,04,24,018-000,REPUBLICAN,8,3,1,0,31
Prince George's,04,24,018-000,REPUBLICAN,17,4,3,2,68
Prince George's,04,24,018-000,REPUBLICAN,18,13,2,0,72
Prince George's,04,24,018-000,REPUBLICAN,11,7,2,6,56
Prince George's,04,25,018-000,REPUBLICAN,24,15,1,1,86
Prince George's,04,24,018-000,REPUBLICAN,24,9,2,2,83
Prince George's,04,47A,018-000,REPUBLICAN,7,4,1,2,43
Prince George's,04,24,018-000,REPUBLICAN,8,1,3,1,35
Prince George's,04,24,018-000,UNAFFILIATED,37,12,1,6,109
Prince George's,04,24,018-000,UNAFFILIATED,40,13,5,2,150
Prince George's,04,24,018-000,UNAFFILIATED,62,22,6,5,218
Prince George's,04,24,018-000,UNAFFILIATED,49,23,2,6,177
Prince George's,04,24,018-000,UNAFFILIATED,35,17,2,1,124
Prince George's,04,47A,018-000,UNAFFILIATED,42,13,1,3,115
Prince George's,04,47A,018-000,UNAFFILIATED,27,8,3,0,94
Prince George's,04,25,018-000,UNAFFILIATED,78,26,3,3,228
Prince George's,04,24,018-000,UNAFFILIATED,57,30,9,6,190
Prince George's,04,24,018-001,DEMOCRAT,33,13,2,0,73
Prince George's,04,24,018-001,DEMOCRAT,384,232,30,7,984
Prince George's,04,24,018-001,DEMOCRAT,703,270,45,51,1701
Prince George's,04,47A,018-001,DEMOCRAT,43,41,8,1,135
Prince George's,04,24,018-001,DEMOCRAT,283,184,17,18,774
Prince George's,04,24,018-001,DEMOCRAT,56,39,6,5,165
Prince George's,04,24,018-001,DEMOCRAT,13,2,0,0,19
Prince George's,04,24,018-001,GREEN,0,0,0,0,2
Prince George's,04,24,018-001,GREEN,2,0,0,0,3
Prince George's,04,24,018-001,GREEN,0,1,0,0,1
Prince George's,04,24,018-001,GREEN,0,0,0,0,0
Prince George's,04,24,018-001,GREEN,0,0,0,0,0
Prince George's,04,24,018-001,GREEN,0,0,0,0,0
Prince George's,04,47A,018-001,GREEN,0,0,0,0,0
Prince George's,04,24,018-001,LIBERTARIAN,1,0,0,0,1
Prince George's,04,24,018-001,LIBERTARIAN,0,0,2,0,3
Prince George's,04,24,018-001,LIBERTARIAN,0,0,0,0,0
Prince George's,04,24,018-001,LIBERTARIAN,0,0,0,0,0
Prince George's,04,47A,018-001,LIBERTARIAN,0,0,0,0,0
Prince George's,04,24,018-001,LIBERTARIAN,1,0,0,0,1
Prince George's,04,24,018-001,LIBERTARIAN,0,0,0,0,0
Prince George's,04,24,018-001,OTHER PARTIES,0,0,0,0,5
Prince George's,04,24,018-001,OTHER PARTIES,6,1,0,0,12
Prince George's,04,47A,018-001,OTHER PARTIES,1,0,0,0,2
Prince George's,04,24,018-001,OTHER PARTIES,3,0,0,1,16
Prince George's,04,24,018-001,OTHER PARTIES,8,2,1,0,57
Prince George's,04,24,018-001,OTHER PARTIES,1,0,1,0,2
Prince George's,04,24,018-001,OTHER PARTIES,1,0,0,0,1
Prince George's,04,24,018-001,REPUBLICAN,4,3,3,0,22
Prince George's,04,24,018-001,REPUBLICAN,4,2,1,1,20
Prince George's,04,24,018-001,REPUBLICAN,1,1,0,0,3
Prince George's,04,24,018-001,REPUBLICAN,1,0,0,0,2
Prince George's,04,24,018-001,REPUBLICAN,1,0,0,0,1
Prince George's,04,24,018-001,REPUBLICAN,18,5,1,2,48
Prince George's,04,47A,018-001,REPUBLICAN,1,2,0,0,5
Prince George's,04,24,018-001,UNAFFILIATED,2,1,0,0,12
Prince George's,04,24,018-001,UNAFFILIATED,19,11,0,2,59
Prince George's,04,47A,018-001,UNAFFILIATED,8,1,1,0,17
Prince George's,04,24,018-001,UNAFFILIATED,42,11,2,4,147
Prince George's,04,24,018-001,UNAFFILIATED,2,0,0,0,7
Prince George's,04,24,018-001,UNAFFILIATED,1,0,0,0,3
Prince George's,04,24,018-001,UNAFFILIATED,27,13,6,0,87
Prince George's,05,22,019-000,DEMOCRAT,647,371,38,32,1731
Prince George's,05,22,019-000,DEMOCRAT,544,437,112,18,1381
Prince George's,04,22,019-000,DEMOCRAT,475,164,33,11,1081
Prince George's,05,22,019-000,DEMOCRAT,798,297,79,48,1776
Prince George's,04,22,019-000,DEMOCRAT,0,1,0,0,2
Prince George's,05,22,019-000,GREEN,2,2,1,0,10
Prince George's,05,22,019-000,GREEN,5,2,2,0,17
Prince George's,05,22,019-000,GREEN,6,3,1,0,11
Prince George's,04,22,019-000,GREEN,0,0,0,0,1
Prince George's,04,22,019-000,GREEN,0,0,0,0,0
Prince George's,05,22,019-000,LIBERTARIAN,3,2,0,0,13
Prince George's,04,22,019-000,LIBERTARIAN,1,0,1,0,3
Prince George's,04,22,019-000,LIBERTARIAN,0,0,0,0,0
Prince George's,05,22,019-000,LIBERTARIAN,4,2,0,1,12
Prince George's,05,22,019-000,LIBERTARIAN,1,0,0,0,2
Prince George's,05,22,019-000,OTHER PARTIES,28,9,3,1,63
Prince George's,04,22,019-000,OTHER PARTIES,13,2,0,0,43
Prince George's,05,22,019-000,OTHER PARTIES,22,4,7,1,81
Prince George's,05,22,019-000,OTHER PARTIES,12,7,1,0,80
Prince George's,04,22,019-000,OTHER PARTIES,0,0,0,0,1
Prince George's,04,22,019-000,REPUBLICAN,0,1,0,0,1
Prince George's,05,22,019-000,REPUBLICAN,122,39,13,2,269
Prince George's,05,22,019-000,REPUBLICAN,77,28,5,0,208
Prince George's,05,22,019-000,REPUBLICAN,118,44,19,2,246
Prince George's,04,22,019-000,REPUBLICAN,46,7,1,2,111
Prince George's,05,22,019-000,UNAFFILIATED,114,62,19,5,288
Prince George's,05,22,019-000,UNAFFILIATED,156,45,9,4,385
Prince George's,04,22,019-000,UNAFFILIATED,50,11,2,1,174
Prince George's,04,22,019-000,UNAFFILIATED,0,1,0,0,1
Prince George's,05,22,019-000,UNAFFILIATED,81,49,11,8,311
Prince George's,05,22,020-000,DEMOCRAT,857,594,53,59,2186
Prince George's,04,24,020-000,DEMOCRAT,426,276,53,20,1107
Prince George's,04,47A,020-000,DEMOCRAT,245,149,16,13,624
Prince George's,04,24,020-000,DEMOCRAT,599,612,74,24,1739
Prince George's,04,24,020-000,DEMOCRAT,568,306,41,37,1355
Prince George's,05,22,020-000,DEMOCRAT,642,357,31,39,1491
Prince George's,05,22,020-000,DEMOCRAT,578,295,58,27,1403
Prince George's,04,22,020-000,DEMOCRAT,352,268,40,40,922
Prince George's,04,24,020-000,DEMOCRAT,454,356,43,23,1109
Prince George's,04,24,020-000,GREEN,0,0,0,0,0
Prince George's,04,47A,020-000,GREEN,0,0,0,0,1
Prince George's,05,22,020-000,GREEN,2,1,0,0,3
Prince George's,04,24,020-000,GREEN,0,0,0,0,1
Prince George's,05,22,020-000,GREEN,0,0,0,1,2
Prince George's,04,24,020-000,GREEN,1,0,0,0,2
Prince George's,04,24,020-000,GREEN,0,1,0,0,1
Prince George's,04,22,020-000,GREEN,0,0,0,0,0
Prince George's,05,22,020-000,GREEN,1,0,0,0,1
Prince George's,05,22,020-000,LIBERTARIAN,1,1,0,0,4
Prince George's,04,24,020-000,LIBERTARIAN,1,0,0,0,3
